Well Row,,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,E,E,E,E,F,F,F,F,G,G,G,G,H,H,H,H
Well Col,,1,2,3,5,6,7,8,9,10,11,12,1,2,3,5,6,7,8,9,10,11,12,1,2,3,5,6,7,8,9,10,11,12,1,2,3,5,6,7,8,9,10,11,12,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
Content,Time [min],Sample X1,Sample X2,Sample X3,Sample X5,Sample X6,Sample X7,Sample X8,Sample X9,Sample X10,Sample X11,Sample X12,Sample X1,Sample X2,Sample X3,Sample X5,Sample X6,Sample X7,Sample X8,Sample X9,Sample X10,Sample X11,Sample X12,Sample X1,Sample X2,Sample X3,Sample X5,Sample X6,Sample X7,Sample X8,Sample X9,Sample X10,Sample X11,Sample X12,Sample X1,Sample X2,Sample X3,Sample X5,Sample X6,Sample X7,Sample X8,Sample X9,Sample X10,Sample X11,Sample X12,Sample X13,Sample X14,Sample X15,Blank B,Sample X13,Sample X14,Sample X15,Blank B,Sample X13,Sample X14,Sample X15,Blank B,Sample X13,Sample X14,Sample X15,Blank B
Group,,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D
Blank corrected based on Raw Data (400/520 1),110.25,-6404,-13512,4997,-21278,-17798,25142,-2982,-20118,-26011,-14898,-29654,1719,10107,6254,3591,3541,63484,6598,10214,10035,10943,-6253,1673,17214,12436,6941,13345,31226,-17362,-13739,-10458,-12827,-7704,9317,16148,16317,17767,17031,61185,1127,2971,4527,4765,1626,-647,-3777,-1564,,-1153,-387,-250,,-7898,-200,-698,,-1986,1661,2074,
Blank corrected based on Raw Data (400/520 1),112.5,-7079,-13073,5120,-21058,-18399,24363,-3830,-19832,-25314,-14912,-29159,867,9340,4766,2543,2193,62672,5408,8901,9592,9734,-7154,1940,16755,11750,6622,13395,31027,-17672,-13840,-10038,-13860,-7914,7989,15969,15861,17865,16074,59927,-211,2372,5133,3577,1241,184,-3175,-1191,,-1561,-2152,-1297,,-7720,-134,-1012,,-3220,981,1836,
Blank corrected based on Raw Data (400/520 1),114.75,-6271,-13179,5243,-20701,-17855,23104,-2730,-19688,-25939,-14000,-28668,1462,9412,5089,4060,2897,62124,5701,9392,9630,10062,-6278,2745,17480,12661,6924,14340,32047,-16940,-13407,-9709,-12423,-7140,7816,17393,16473,17217,16821,59968,706,2688,5020,4244,922,363,-2577,-1036,,-871,-973,-1244,,-7745,1091,-170,,-2594,1144,1802,
Blank corrected based on Raw Data (400/520 1),117,-7402,-13652,5260,-21644,-18778,22037,-3631,-21090,-26100,-15264,-29647,935,9291,5235,3610,1992,63262,5060,9506,9817,9737,-6697,3114,17571,12697,7175,14407,31212,-17154,-13431,-9730,-12890,-7072,8361,14932,15391,17011,15979,60202,195,2109,4335,3633,943,-383,-3666,-1935,,-1378,-1142,-660,,-7220,602,249,,-2379,321,1885,
Blank corrected based on Raw Data (400/520 1),119.25,-7179,-14365,4523,-21806,-18665,21372,-2707,-21222,-27043,-15653,-29523,1591,8919,5165,2571,2654,62988,5151,9281,10172,9904,-6639,1683,16632,12919,6999,13740,30165,-17101,-13614,-9372,-13179,-6445,8644,15656,16365,17630,16823,60304,1261,2229,4452,4461,2013,92,-4066,-1009,,-1249,-1323,-1036,,-7117,12,-586,,-2540,1614,2403,
Blank corrected based on Raw Data (400/520 1),121.5,-8005,-14833,4520,-21567,-18310,21772,-2639,-20995,-27195,-15091,-29965,1186,9524,6086,3866,2492,62657,5923,9882,11000,10563,-6256,2211,16928,11946,7108,13154,29834,-16733,-13954,-10144,-13124,-6628,8580,15418,14565,16066,16014,60833,-16,2163,4031,4087,1439,410,-3201,-1514,,-400,-777,-335,,-7151,504,-611,,-2704,518,1918,
Blank corrected based on Raw Data (400/520 1),123.75,-7882,-15654,3436,-22970,-18743,18993,-3378,-21209,-27397,-16058,-30071,1239,9844,4956,3215,2021,63221,5989,9661,9373,9904,-6008,2124,17069,12557,7132,12892,30613,-17337,-13110,-9929,-13530,-6630,8231,15995,15731,17947,16414,59957,1156,2439,4802,4249,2614,-104,-3727,-1821,,-1030,-894,-646,,-8183,-56,-617,,-1533,1544,2508,
Blank corrected based on Raw Data (400/520 1),126,-8045,-14344,4859,-21516,-17689,19919,-880,-20601,-26000,-14839,-29258,1366,9888,5343,3884,2218,62786,5549,9339,10313,10090,-6120,3047,17480,13036,6990,13593,30901,-17153,-13420,-8891,-12864,-5276,8131,14689,16030,16454,15703,60171,241,1827,3755,3575,1331,2091,-2360,-736,,-283,-1630,-434,,-6886,514,707,,-2696,-172,1197,
Blank corrected based on Raw Data (400/520 1),128.25,-8939,-15307,4274,-22632,-19382,18005,-2500,-21820,-27162,-15606,-30472,2253,10368,5249,4146,3155,62588,5962,10131,9312,10403,-5503,3306,18543,13464,7800,14385,31529,-15575,-12916,-8553,-12067,-5851,7718,15090,15063,16296,15656,59727,375,1369,3726,3111,1156,1490,-3064,-1215,,-482,-786,-258,,-6287,1204,591,,-2704,402,1981,
Blank corrected based on Raw Data (400/520 1),130.5,-8360,-16095,4582,-22676,-19453,18904,-2178,-21552,-27596,-16281,-30275,1541,9599,5752,3802,2937,63624,6918,10469,10161,11413,-5406,3082,17385,12731,7027,13784,31313,-15782,-13961,-9695,-12255,-5779,8724,15788,16058,17401,16374,60597,1330,2897,4602,4435,2290,1076,-3041,-865,,-202,-831,-120,,-6540,696,550,,-1019,1534,2582,
Blank corrected based on Raw Data (400/520 1),132.75,-8837,-16478,4277,-21978,-19492,18080,-1528,-22060,-27371,-15287,-29708,819,9325,4967,2747,2008,62327,5266,8765,10016,9965,-6456,2195,17288,12810,6767,14132,31379,-16702,-13040,-9633,-13510,-5441,7404,15452,16698,16764,16557,60724,1079,2696,4910,4799,2321,2570,-3183,-2067,,-742,-2027,-873,,-7433,321,-710,,-1226,895,2583,
Blank corrected based on Raw Data (400/520 1),135,-9014,-16269,4088,-23265,-19290,17772,-2062,-21769,-28562,-16603,-30383,1731,9870,5962,4005,3320,63307,6801,9856,10409,10858,-5761,2517,16728,12149,7469,13410,30473,-16653,-13869,-9695,-13315,-5572,7290,15234,15729,16369,15993,59473,751,1922,3594,3826,2031,2546,-3230,-1995,,218,-741,508,,-6677,51,230,,-2000,604,2819,
Blank corrected based on Raw Data (400/520 1),137.25,-8685,-15514,5325,-22859,-19648,17732,-127,-21960,-27906,-15098,-29475,1059,9680,6039,3372,2491,63467,6427,9886,10226,11249,-6124,2219,16908,12109,7411,13523,30043,-16233,-13273,-9746,-12400,-5121,8571,15879,16202,16389,16284,59454,1038,2494,3895,4021,2065,3173,-2606,-962,,-11,-1560,591,,-6090,651,-271,,-1443,910,2832,
Blank corrected based on Raw Data (400/520 1),139.5,-9511,-17177,4292,-22830,-18950,16388,-760,-22000,-27942,-15975,-30029,1101,8747,5216,3456,2319,63083,6964,9311,9679,9748,-6391,2788,17696,13140,8130,14636,31704,-15267,-12789,-8827,-11992,-5028,8511,15724,16714,17260,16635,60229,1650,2629,4545,4247,2598,2404,-2008,-1452,,249,-1120,-892,,-5363,1056,413,,-975,1663,3045,
Blank corrected based on Raw Data (400/520 1),141.75,-9393,-16933,4646,-23101,-19735,17021,-765,-22465,-28314,-16455,-30103,1198,9562,5883,3415,2500,62550,6575,9194,10384,9926,-6032,2496,16814,12446,7746,14051,30444,-16006,-13145,-9490,-12741,-4910,6868,15065,14594,16435,14949,59497,198,790,3835,3356,1033,3938,-2599,-712,,-398,-1601,-326,,-6090,2,-11,,-2344,87,1856,
Blank corrected based on Raw Data (400/520 1),144,-9280,-18052,3867,-23687,-20196,15735,-294,-22496,-28675,-16319,-30011,1926,8581,5510,3169,1933,62234,6446,9452,9271,9673,-6303,1620,16988,11557,7584,13304,29851,-16223,-13920,-9254,-13075,-5994,8211,14882,15365,16427,16104,59857,1507,2348,4003,4413,1993,3802,-2651,-870,,-492,-2281,-742,,-6656,259,-226,,-1075,1053,1755,
Blank corrected based on Raw Data (400/520 1),146.25,-9743,-16999,4846,-23741,-19755,14651,-194,-23005,-28341,-17050,-30773,662,8792,5341,2775,1990,62340,5659,8985,9553,9355,-6550,2831,17576,12665,7588,14148,31160,-14544,-13150,-8923,-12383,-4749,8449,15865,16040,17314,16480,61352,2263,2958,4671,5024,2523,4236,-2433,-1224,,-687,-2201,-1568,,-5365,697,-46,,-575,1927,2531,
Blank corrected based on Raw Data (400/520 1),148.5,-9305,-16869,4614,-23127,-19425,14935,829,-22126,-28454,-16250,-29203,1484,8940,5927,3523,2346,62908,6543,10064,9520,10413,-5692,1433,16277,12339,6581,13330,29831,-15518,-13757,-9879,-13391,-4872,8347,15136,15636,17015,16150,60036,1739,2121,4226,4362,2251,4407,-1358,-1459,,307,-1358,201,,-5645,-235,-496,,-1631,1467,2115,
Blank corrected based on Raw Data (400/520 1),150.75,-9978,-17652,4550,-23588,-20012,15250,1126,-22462,-28662,-15980,-29399,760,8791,5282,3138,2298,62267,6035,8869,9547,9113,-6111,2400,17190,13073,7211,12805,29901,-15326,-13266,-9719,-12443,-4210,7068,14912,15847,16814,15717,59649,1508,1890,3746,3586,1732,3960,-2511,-1524,,29,-1652,-1161,,-5624,142,200,,-1278,1192,2369,
Blank corrected based on Raw Data (400/520 1),153,-10793,-18105,4167,-24255,-20924,13369,488,-23322,-29147,-17016,-29774,630,9654,5444,3152,2198,62035,6155,8677,9596,9339,-6495,2127,17244,12535,7305,14354,29998,-14579,-12891,-9446,-12533,-4119,7796,14829,15388,16009,15702,60659,1627,1853,4041,3595,2458,4720,-3477,-1665,,-178,-1916,-546,,-5066,553,-142,,-1108,1365,2365,
Blank corrected based on Raw Data (400/520 1),155.25,-10969,-18705,3624,-24654,-21458,13062,457,-22474,-29372,-17890,-30442,1364,9066,5608,3766,1847,61924,6529,9823,9413,9848,-6476,2428,16937,12570,7391,13987,29990,-15538,-14085,-10407,-13281,-4762,8404,15717,15728,16849,17083,60325,2132,2420,4208,4664,2691,4282,-2668,-1679,,64,-1683,-1000,,-5950,116,-375,,-60,1867,2744,
Blank corrected based on Raw Data (400/520 1),157.5,-10165,-17802,4917,-24092,-20510,12948,2071,-23166,-29783,-16994,-29672,781,8558,5241,3355,1488,61827,5581,8398,9239,9118,-6991,1379,15738,11796,5804,12774,28616,-16095,-14494,-10120,-14027,-5541,8503,15338,15497,16658,16741,60170,2104,2269,4898,4217,2719,5748,-2501,-1734,,-106,-2795,-1255,,-6939,-1782,-700,,-239,1251,2688,
Blank corrected based on Raw Data (400/520 1),159.75,-10487,-18213,4280,-24000,-20403,13079,1666,-22856,-28750,-16566,-29438,1899,9181,5833,4103,2502,62431,6926,8683,9133,10433,-5830,1361,14920,10660,6431,12711,29276,-16127,-14466,-10514,-13875,-4792,8286,15734,14955,17006,16718,59316,1641,1927,4002,4173,2406,6204,-1841,-1817,,199,-1079,-81,,-6233,-1048,-1396,,-513,829,2394,
Blank corrected based on Raw Data (400/520 1),162,-10279,-18974,4605,-24591,-20777,11961,1789,-23006,-29519,-17924,-29571,1009,8896,5699,2775,1841,61919,5870,8950,8973,9083,-6812,2051,16942,11651,7157,13630,29526,-14753,-13737,-9699,-13397,-4457,8789,15675,15066,16375,15926,60307,2253,2038,3763,4413,3489,6033,-2631,-1878,,-506,-2056,-1221,,-5415,149,-571,,162,1392,2182,
Blank corrected based on Raw Data (400/520 1),164.25,-10744,-19500,4592,-25090,-21267,11902,1749,-22911,-30058,-17572,-29589,1681,9413,5693,2962,2093,62515,6934,9548,9279,9513,-5932,2820,16937,11690,6994,13639,28936,-14044,-13863,-9778,-12438,-3464,8201,14916,14707,16473,16324,61079,1682,1772,3284,4293,2562,6057,-3493,-2079,,178,-1577,-1082,,-4840,365,-7,,-1501,1025,1723,
Blank corrected based on Raw Data (400/520 1),166.5,-10592,-19852,4898,-24466,-21173,11767,2138,-23054,-29753,-17393,-29321,1331,9240,5450,3150,1946,62713,6083,9108,9488,9618,-6575,3285,16770,11929,7660,14078,29702,-14042,-13443,-9697,-12644,-3522,8199,15359,15208,16657,15828,60497,2226,2423,3723,3750,3270,7183,-2769,-2403,,-150,-1571,-1442,,-4493,-628,226,,164,2250,2418,
Blank corrected based on Raw Data (400/520 1),168.75,-10635,-19683,4743,-24869,-21052,11183,2980,-23756,-29507,-17880,-29541,1236,10077,5939,3129,2475,61534,6691,9174,9139,10198,-5386,1692,16467,12455,7402,13457,29988,-14141,-13676,-10068,-13200,-4668,7561,14309,15527,16777,15602,59352,2789,1772,3873,4272,3116,6393,-2472,-1234,,834,-1094,-1290,,-5254,-632,155,,-12,1549,2314,
Blank corrected based on Raw Data (400/520 1),171,-11267,-18777,4202,-24713,-21052,10782,4251,-22912,-29768,-17470,-29212,1879,9171,5641,2642,2399,62969,7252,8336,9160,9508,-6247,1863,16148,12131,6160,13242,28927,-14842,-14520,-9873,-13318,-3919,8469,14731,14855,16292,16119,60478,2356,1691,4134,3632,3308,7626,-2288,-1794,,630,-1830,-875,,-5217,-977,-291,,-771,969,1824,
Blank corrected based on Raw Data (400/520 1),173.25,-11171,-20439,3736,-25508,-21955,10377,3271,-24685,-30049,-17984,-29810,1025,8759,5469,2933,2241,61962,7129,8718,9750,9615,-5543,1420,16685,11876,6929,13062,28995,-14460,-14213,-10671,-13324,-3520,7923,15310,15093,16065,16380,59947,1960,1275,4075,3478,2891,7590,-3167,-2283,,-271,-2611,-497,,-4808,-578,-365,,-250,1422,1868,
Blank corrected based on Raw Data (400/520 1),175.5,-11021,-20659,4176,-25435,-21544,10158,2927,-23589,-30362,-17567,-30074,2200,9431,5496,3328,2465,62864,6974,9102,9377,9401,-5693,1638,15164,12110,6232,12485,28166,-14396,-14495,-10476,-14586,-5050,7322,14550,14074,15136,15077,60090,1728,1644,3001,3161,2797,8403,-3100,-1399,,874,-1308,-613,,-5722,-1031,-101,,-974,649,1553,
Blank corrected based on Raw Data (400/520 1),177.75,-10849,-19627,4734,-24609,-20991,9753,3769,-23873,-29788,-17479,-28787,1601,10033,6165,3653,1869,62503,6867,9235,9248,9828,-5653,1677,16278,11916,6226,12874,28356,-13356,-14068,-10480,-13726,-3151,7969,14569,14833,16925,16389,60408,2547,1793,3830,4686,3063,8227,-2934,-1626,,717,-1609,-794,,-5516,-1050,-88,,204,871,2234,
Blank corrected based on Raw Data (400/520 1),180,-11299,-20000,3892,-24935,-21625,9421,4902,-23822,-30523,-17307,-29420,1877,9926,6649,3599,3425,62940,7933,9358,10005,10209,-5716,2274,16369,12925,7524,14056,29262,-12685,-12981,-9315,-12840,-2124,8122,15292,14687,16586,16203,60576,2506,1323,4017,4288,2640,8918,-3686,-1917,,986,-1175,-326,,-3852,912,15,,227,1104,1395,
Blank corrected based on Raw Data (400/520 1),182.25,-12662,-21728,3598,-26142,-22517,8749,4080,-24646,-30998,-18444,-30164,2103,9451,5799,3943,2372,62675,7469,9805,9524,9636,-5682,1634,15579,12578,7380,12819,28816,-12918,-14203,-10030,-13265,-3469,8307,15552,15039,16672,16825,61173,2852,2545,4499,4466,3652,8645,-4325,-3378,,528,-1475,-448,,-4195,-532,-266,,432,1856,2076,
Blank corrected based on Raw Data (400/520 1),184.5,-12200,-20969,4078,-26445,-22506,8730,3175,-25048,-30911,-18507,-30054,1990,9260,6053,2933,1898,61525,7761,9420,8861,8644,-6259,2854,16279,12355,7096,12645,28863,-12278,-13703,-9568,-12936,-2832,7674,14254,15061,15988,14858,59676,2209,1488,3782,3851,3072,9245,-3333,-3691,,493,-1191,-374,,-3473,-284,600,,-544,595,1419,
Blank corrected based on Raw Data (400/520 1),186.75,-12907,-21153,2329,-26777,-22931,8126,4157,-25022,-31495,-19321,-30178,1877,10027,6547,3789,2386,63094,8175,9452,9657,9956,-5408,1870,15859,12972,6541,13098,28475,-12824,-14242,-9393,-13327,-2069,8396,16113,15287,16557,15506,59332,3057,2708,4096,3474,3961,9126,-4299,-3241,,1540,-1041,-2,,-4230,-270,355,,689,1931,2325,
Blank corrected based on Raw Data (400/520 1),189,-10841,-20526,4644,-25405,-22115,8648,6522,-24249,-31129,-18261,-29014,2061,9844,5573,3520,2442,62264,7626,8841,9115,10331,-5496,2042,15630,11421,6546,12720,28118,-12457,-14464,-10156,-13699,-2596,8152,14889,15152,16204,15857,60009,3004,1995,4103,3773,3332,10000,-3961,-1892,,689,-1794,-754,,-4521,-971,-321,,381,1455,1880,
Blank corrected based on Raw Data (400/520 1),191.25,-11860,-21385,4687,-25032,-22216,8453,6377,-23789,-31128,-17755,-28781,1827,9334,5816,3161,2327,62339,8321,8853,9745,9898,-5408,2595,16183,13046,6897,12698,28059,-11365,-13376,-8903,-13286,-1940,8144,15523,15145,16746,16641,60760,3333,2342,4593,3901,3639,10811,-2957,-1468,,713,-1579,-366,,-4487,-591,686,,817,1155,2392,
Blank corrected based on Raw Data (400/520 1),193.5,-12038,-21330,4366,-25745,-22827,7764,5627,-24621,-30884,-17900,-28912,1942,9736,6680,3835,2102,62982,7652,9641,9284,10136,-5150,939,14694,11456,6400,11977,27463,-12667,-14759,-11322,-14457,-2810,8212,15266,15067,16148,16310,59746,2920,2351,5060,4134,3889,10404,-4689,-1591,,793,-1274,-287,,-4688,-1100,-562,,7,1325,2565,
Blank corrected based on Raw Data (400/520 1),195.75,-12510,-21817,3835,-26703,-22871,7452,6525,-24153,-31324,-18769,-29157,2719,10147,6503,3881,2882,62919,7986,9926,9462,9903,-5133,2431,14521,11326,6842,12147,28376,-11923,-14888,-10653,-13777,-2700,8719,15210,14908,16283,16474,59656,2874,2277,3947,3670,3839,10924,-4403,-2332,,1219,-1181,-230,,-4560,-1028,-366,,966,479,2434,
Blank corrected based on Raw Data (400/520 1),198,-12440,-20936,4025,-25851,-22172,7512,6740,-24848,-31286,-18340,-28071,1592,9823,6363,2751,1369,62172,8476,9171,9367,9387,-5630,2260,15340,12066,6476,12125,28199,-11845,-14022,-10140,-13702,-2434,7946,15228,14562,15963,15494,60726,3505,2184,4089,3949,4176,11611,-4194,-2558,,958,-1351,-388,,-3500,-103,574,,914,778,2195,
Blank corrected based on Raw Data (400/520 1),200.25,-11571,-21451,4439,-26763,-22774,8021,6826,-24064,-31497,-18049,-29254,857,8484,5006,3081,1126,61504,7630,8150,8402,8923,-6147,1768,14697,12980,7317,13432,27931,-10694,-14195,-9996,-12885,-2113,8455,15836,15158,15680,15616,61210,3991,2227,4757,4356,4253,11855,-3648,-2157,,-167,-2103,-1418,,-3653,-757,435,,1140,1787,2486,
Blank corrected based on Raw Data (400/520 1),202.5,-13594,-22663,4005,-27241,-23135,6419,6593,-25350,-31771,-18542,-28857,2615,10697,7055,3948,2318,63199,8333,10099,9375,10646,-4455,1416,15622,10951,6166,12011,26442,-11337,-14576,-10637,-13999,-2800,8664,15399,15880,17087,16322,61106,3576,2900,4309,4702,5136,11717,-4578,-3102,,1113,-776,-374,,-4195,-1308,-1172,,1056,1621,2286,
Blank corrected based on Raw Data (400/520 1),204.75,-11676,-21578,3923,-26056,-23158,6814,7528,-25025,-32166,-18740,-28475,1103,9103,5502,3404,1077,62073,7134,8876,8700,8945,-6505,890,14773,11569,5184,11801,26314,-11852,-15147,-10856,-13964,-2770,8799,14862,15838,16121,16681,60454,3064,2110,4450,4376,4832,12629,-4126,-1760,,684,-1802,-1162,,-4165,-1478,-702,,1597,1827,2596,
Blank corrected based on Raw Data (400/520 1),207,-12516,-21777,3999,-25726,-21943,7308,8928,-24433,-30987,-18586,-28164,1755,9392,6383,3911,1926,62467,8093,8773,9214,9871,-5882,1922,16306,12596,8096,12928,27922,-10212,-13981,-9466,-12709,-1199,7608,14378,14572,15441,15579,59208,2919,1190,3964,3368,4197,13214,-3755,-2419,,1127,-1709,201,,-3113,169,401,,289,522,2021,
Blank corrected based on Raw Data (400/520 1),209.25,-12055,-21659,4105,-26100,-22818,6224,8606,-24634,-30969,-18565,-28303,1892,9879,5983,3392,2597,62053,8411,8700,9081,9519,-5502,1176,14792,12512,6524,12049,26711,-10616,-14739,-10859,-14195,-1959,8534,15131,15340,16328,16646,60298,4018,2345,4545,4772,4547,13496,-3196,-1874,,1293,-1197,-775,,-3159,-1132,-332,,1423,1308,2694,
Blank corrected based on Raw Data (400/520 1),211.5,-11731,-22087,4931,-25283,-21850,6859,9204,-23675,-31389,-17734,-27718,2460,9865,6866,3576,2445,62488,8952,8710,9340,9898,-5197,2313,16168,12383,7451,12790,27439,-9565,-13842,-10181,-12780,-867,7910,14711,14383,15835,15706,59916,3504,2218,3494,3874,3732,13613,-3732,-1291,,1302,-1095,429,,-3253,-439,431,,660,1038,1837,
Blank corrected based on Raw Data (400/520 1),213.75,-11463,-22445,4086,-26099,-22024,5510,9815,-24650,-31794,-18392,-27726,1339,9360,6033,3133,1573,62242,7715,8813,9056,9346,-5569,2329,15309,12653,7050,12626,28014,-9274,-13492,-10316,-13080,-1192,7662,14586,15659,16169,15214,60539,3493,1541,3805,3393,4579,13959,-4222,-1651,,1038,-1654,-646,,-3194,205,208,,955,1477,1806,
Blank corrected based on Raw Data (400/520 1),216,-12163,-21975,4139,-26234,-22640,6440,9166,-24558,-31232,-17913,-27971,2078,9889,6233,3749,2151,62573,8613,9408,9314,10206,-4518,1363,14123,12227,6341,12021,26807,-9940,-14217,-9942,-13762,-1075,8065,14893,15281,15074,15637,60697,4072,2045,4014,4129,4869,13547,-4033,-2363,,2184,-1127,-374,,-3573,-1249,-344,,787,1219,1707,
Blank corrected based on Raw Data (400/520 1),218.25,-11613,-21516,4386,-26142,-23086,6029,10125,-25196,-31309,-17430,-27393,1765,9033,5797,3619,1663,62067,7538,8276,9440,8992,-5424,1767,15342,12152,7128,12322,27005,-9230,-13866,-10374,-13641,-990,8071,15194,15320,15803,16574,60146,3218,2067,3783,3457,4854,14919,-3325,-1757,,690,-1543,-150,,-2097,-610,-76,,1392,1700,1524,
Blank corrected based on Raw Data (400/520 1),220.5,-13298,-22926,3848,-26916,-23519,4970,9079,-25144,-32448,-19062,-28682,2291,9849,6477,3721,2078,62182,8068,9385,9960,9820,-5235,1294,15267,11987,7004,12611,26434,-9119,-14830,-10085,-14520,-1371,8501,14438,14159,15799,15184,59784,4111,1084,3778,3845,4453,14289,-5073,-2694,,1580,-1415,-675,,-3062,-705,99,,452,395,1694,
Blank corrected based on Raw Data (400/520 1),222.75,-12187,-22695,4413,-26709,-23320,5557,10614,-24111,-31961,-17852,-27044,2195,10114,6747,3424,1975,62769,8538,9269,9560,9405,-5157,972,15055,11424,7160,12102,26103,-8832,-14867,-11137,-14128,-313,8275,15298,15559,16221,16714,59819,3969,2811,4632,4208,4900,15125,-3837,-1552,,1337,-1270,137,,-3418,-1429,48,,1576,1712,2335,
Blank corrected based on Raw Data (400/520 1),225,-12886,-22377,4002,-26884,-24220,3737,10172,-25363,-31964,-19019,-28560,1858,9642,6423,3023,1902,62019,8347,9045,9363,9874,-5318,1834,14943,11942,6364,13298,26624,-8050,-14464,-10596,-13874,-531,8180,14332,15100,16309,15974,60442,3597,1214,3115,3340,5098,14467,-5318,-2151,,1291,-1319,-263,,-3386,-813,38,,1376,503,1218,
Blank corrected based on Raw Data (400/520 1),227.25,-12289,-21941,4586,-26756,-23039,5163,11170,-24219,-31303,-17797,-27396,1240,10025,6110,2923,1998,62444,8351,9129,9123,9761,-5825,1696,15333,12586,6290,12641,27579,-7545,-14162,-9911,-13531,-212,8139,14803,15226,16675,17103,60161,3740,2211,4627,4526,4594,15963,-4003,-1463,,1184,-1643,-730,,-2487,-168,-84,,1794,915,2377,
Blank corrected based on Raw Data (400/520 1),229.5,-13230,-23319,3488,-27209,-24125,4860,11467,-26276,-32426,-19509,-27852,1654,8193,5839,2638,1142,60829,8082,8197,8375,8938,-5973,1202,14695,11344,6487,12426,26408,-8339,-15174,-10754,-13695,-723,8520,15143,15157,15902,16743,60595,3967,1736,4290,3749,4992,14383,-4890,-2684,,636,-1546,-1458,,-3406,-890,456,,1705,1721,2456,
Blank corrected based on Raw Data (400/520 1),231.75,-12821,-22451,4550,-26530,-22931,4267,12029,-24608,-31593,-17959,-26416,1500,9549,6219,3631,1905,62253,8468,9123,9366,9704,-4964,1955,15342,12125,7097,11993,25833,-6857,-14274,-10840,-14082,-751,8642,14580,14720,16540,15797,60155,4681,2212,3871,3868,5408,15501,-4483,-1921,,1492,-969,-422,,-3151,-850,569,,2052,1059,1971,
Blank corrected based on Raw Data (400/520 1),234,-12841,-23670,2902,-27522,-24956,4024,10950,-26240,-33241,-19085,-27980,1734,9727,6344,2969,1465,61773,8903,8983,9430,8898,-5865,2989,15543,13377,7556,13670,26624,-5735,-14076,-9476,-13354,563,8823,14481,15283,15482,16631,59949,4484,1749,4224,3284,4335,14607,-5487,-2171,,1113,-1966,-983,,-1896,-412,843,,1278,925,2227,
Blank corrected based on Raw Data (400/520 1),236.25,-11832,-23200,4849,-26602,-23883,4024,12050,-24798,-31540,-18642,-26090,2667,10184,6134,3484,1641,62230,8416,8906,9018,9732,-5198,1597,15210,11926,6451,12836,25764,-7020,-14921,-10863,-13947,-370,8388,14905,14647,16338,16108,59804,3669,2067,4193,3788,4959,16889,-4659,-1744,,1367,-1185,-386,,-2499,-939,-419,,1524,565,2168,
Blank corrected based on Raw Data (400/520 1),238.5,-12774,-23704,3442,-27177,-24141,3886,11277,-25754,-32113,-18761,-26718,2030,9899,6865,3208,2101,62530,8653,8671,8668,10388,-5328,1722,14541,12838,6976,13245,25789,-5847,-14139,-10115,-13660,546,8502,14812,14720,16002,16451,60296,3875,2134,4428,4654,4872,15968,-3933,-2669,,1322,-1298,-276,,-2062,-990,1001,,1582,1429,2445,
Blank corrected based on Raw Data (400/520 1),240.75,-12720,-23378,3565,-27047,-24538,2558,12568,-25787,-32873,-19193,-26958,1819,8692,5516,3354,1332,61873,7444,8469,9055,9145,-5552,2105,15386,12800,7044,13134,26231,-5075,-14552,-10263,-13329,289,8946,14669,15461,15897,16819,60551,4262,2275,3872,4053,5637,17228,-4178,-3080,,663,-1740,-1602,,-1587,244,768,,1804,1636,2903,
Blank corrected based on Raw Data (400/520 1),243,-11794,-22570,4806,-26698,-23149,4645,14554,-24609,-31076,-18351,-25968,1295,9594,6250,3212,1946,61488,8027,8628,8842,8436,-6064,1702,14643,12362,6987,12441,25630,-5379,-14309,-10483,-13644,599,8238,14985,15574,15879,16529,60723,4548,2277,4399,4696,5668,18550,-3296,-1167,,1312,-1741,-946,,-1677,-753,970,,1630,1599,2224,
Blank corrected based on Raw Data (400/520 1),245.25,-12962,-23664,3441,-27331,-24382,2798,11947,-26566,-33062,-19434,-27344,2381,8930,6217,3999,1303,61061,8857,8513,9156,9465,-4784,1452,15282,12818,7230,11772,25324,-4931,-14414,-9782,-13884,375,8919,14420,15988,15644,16749,60757,4806,2534,4462,4363,6009,16915,-4737,-2226,,1279,-1563,-884,,-1403,-53,468,,2626,1361,2726,
Blank corrected based on Raw Data (400/520 1),247.5,-12604,-23467,3432,-27765,-24626,2768,13502,-25597,-32571,-19533,-26763,1873,9355,6055,3091,1797,61314,8734,8590,8941,9390,-5553,1052,13934,11541,5917,11314,24279,-5060,-15231,-10450,-14897,-95,8275,14558,14635,15258,16502,60136,4463,2302,4166,3546,5175,16549,-4346,-3119,,1471,-1880,-547,,-2068,-1536,-646,,1639,102,1963,
